,Time,Acc.
0,0.0,78.72400000000006
1,1.0,78.52568
2,2.0,78.33892
3,3.0,77.74968000000001
4,4.0,77.03107999999999
5,5.0,73.73704000000002
6,6.0,70.89756
7,7.0,65.82556
8,8.0,57.7994
9,9.0,45.03171999999999
10,10.0,26.08864000000001
11,11.0,9.973399999999996
12,12.0,1.8068799999999996
13,13.0,0.23904000000000006
14,14.0,0.10604
15,15.0,0.09888000000000004
16,16.0,0.10099999999999996
17,17.0,0.10148000000000001
18,18.0,0.09988
19,19.0,0.09911999999999997
20,20.0,0.09975999999999999
21,21.0,0.09979999999999997
22,22.0,0.09963999999999996
23,23.0,0.09963999999999996
24,24.0,0.09963999999999996
