,Time,Acc.
0,0.0,91.44999999999996
1,1.0,85.801
2,2.0,48.54519999999999
3,3.0,15.831099999999998
4,4.0,11.217400000000005
5,5.0,10.136000000000001
6,6.0,10.041699999999999
7,7.0,10.064100000000002
8,8.0,10.173499999999999
9,9.0,10.0842
10,10.0,10.114199999999997
11,11.0,9.9902
12,12.0,9.919000000000002
13,13.0,9.893699999999997
14,14.0,9.932300000000003
15,15.0,9.858100000000002
16,16.0,9.922399999999998
17,17.0,9.736400000000001
18,18.0,9.469700000000001
19,19.0,9.567899999999996
20,20.0,9.665099999999999
21,21.0,9.4817
22,22.0,9.5281
23,23.0,9.48
24,24.0,9.563
