,Time,Acc.
0,0.0,75.80400000000002
1,1.0,75.08310000000002
2,2.0,70.162
3,3.0,53.0117
4,4.0,12.519300000000001
5,5.0,0.22790000000000007
6,6.0,0.10740000000000002
7,7.0,0.10330000000000002
8,8.0,0.09940000000000004
9,9.0,0.10350000000000004
10,10.0,0.10100000000000002
11,11.0,0.09770000000000004
12,12.0,0.10050000000000003
13,13.0,0.09950000000000005
14,14.0,0.09890000000000003
15,15.0,0.09870000000000004
16,16.0,0.09980000000000004
17,17.0,0.09920000000000004
18,18.0,0.09760000000000005
19,19.0,0.10090000000000003
20,20.0,0.10200000000000002
21,21.0,0.09990000000000003
22,22.0,0.10110000000000004
23,23.0,0.09860000000000005
24,24.0,0.10000000000000002
