,Time,Acc.
0,0.0,77.35539999999995
1,1.0,76.13925799999998
2,2.0,67.015934
3,3.0,38.177814
4,4.0,4.685368
5,5.0,0.3061900000000001
6,6.0,0.123356
7,7.0,0.10414000000000005
