,Time,Acc.
0,0.0,91.44999999999996
1,1.0,91.33630000000001
2,2.0,88.0412
3,3.0,79.69280000000002
4,4.0,66.01450000000001
5,5.0,46.98649999999998
6,6.0,30.378300000000017
7,7.0,18.754900000000003
8,8.0,14.1272
9,9.0,11.752800000000002
10,10.0,10.675699999999996
11,11.0,10.657899999999998
12,12.0,10.265699999999999
13,13.0,10.303199999999997
14,14.0,10.2817
15,15.0,10.161599999999998
16,16.0,10.023299999999997
17,17.0,10.106
18,18.0,10.160200000000001
19,19.0,10.0804
20,20.0,9.9147
21,21.0,10.299399999999999
22,22.0,10.139
23,23.0,10.516799999999998
24,24.0,10.199399999999997
