,Time,Acc.
0,0.0,93.31000000000009
1,1.0,87.71969999999997
2,2.0,29.13769999999999
3,3.0,10.855399999999998
4,4.0,10.049699999999998
5,5.0,10.0215
6,6.0,9.9982
7,7.0,10.035499999999999
8,8.0,10.0029
9,9.0,9.9997
10,10.0,9.9954
11,11.0,10.0003
12,12.0,10.0
13,13.0,10.0
14,14.0,10.0
15,15.0,10.0
16,16.0,10.0031
17,17.0,10.0
18,18.0,10.0
19,19.0,10.0
20,20.0,10.0
21,21.0,10.0
22,22.0,10.0
23,23.0,10.0
24,24.0,10.0
