,Time,Acc.
0,0.0,76.60999999999997
1,1.0,75.99960000000002
2,2.0,70.4706
3,3.0,54.268899999999995
4,4.0,17.489399999999996
5,5.0,1.1154000000000002
6,6.0,0.1719
7,7.0,0.1247
8,8.0,0.10310000000000004
9,9.0,0.11320000000000004
10,10.0,0.09850000000000003
11,11.0,0.10290000000000003
12,12.0,0.10100000000000005
13,13.0,0.10000000000000002
14,14.0,0.10000000000000002
15,15.0,0.10000000000000002
16,16.0,0.10000000000000002
17,17.0,0.10000000000000002
18,18.0,0.10000000000000002
19,19.0,0.10000000000000002
20,20.0,0.10000000000000002
21,21.0,0.10000000000000002
22,22.0,0.10000000000000002
23,23.0,0.10000000000000002
24,24.0,0.10000000000000002
