,Time,Acc.
0,0.0,92.82999999999994
1,1.0,92.78139999999998
2,2.0,92.5737
3,3.0,92.25980000000001
4,4.0,91.36029999999997
5,5.0,89.4341
6,6.0,85.58409999999998
7,7.0,77.46560000000001
8,8.0,62.085899999999974
9,9.0,44.03329999999999
10,10.0,29.806999999999988
11,11.0,19.835599999999996
12,12.0,13.621599999999994
13,13.0,11.012899999999997
14,14.0,10.388599999999999
15,15.0,10.371099999999998
16,16.0,10.216899999999999
17,17.0,10.192199999999998
18,18.0,10.0498
19,19.0,10.071
20,20.0,10.074399999999999
21,21.0,9.981300000000003
22,22.0,9.888000000000002
23,23.0,10.052199999999997
24,24.0,9.966099999999999
