,Time,Acc.
0,0.0,74.44639999999993
1,1.0,74.31999200000001
2,2.0,73.58434199999999
3,3.0,72.15487
4,4.0,69.30002200000001
5,5.0,63.168919999999986
6,6.0,51.661259999999984
7,7.0,29.295694000000005
8,8.0,6.582586000000001
9,9.0,0.5185979999999999
10,10.0,0.162556
11,11.0,0.11130200000000004
12,12.0,0.10386
13,13.0,0.10258199999999999
14,14.0,0.10202
15,15.0,0.10049999999999998
16,16.0,0.09797800000000002
17,17.0,0.10061999999999999
18,18.0,0.10005800000000001
19,19.0,0.09773800000000002
20,20.0,0.103742
21,21.0,0.10065999999999999
22,22.0,0.09874000000000004
23,23.0,0.102506
24,24.0,0.09878
