,Time,Acc.
0,0.0,78.72399999999999
1,1.0,76.70479999999999
2,2.0,55.73049999999999
3,3.0,8.5626
4,4.0,0.28480000000000005
5,5.0,0.11950000000000001
6,6.0,0.10130000000000002
7,7.0,0.10250000000000004
8,8.0,0.10070000000000004
9,9.0,0.10060000000000002
10,10.0,0.10020000000000004
11,11.0,0.10000000000000002
12,12.0,0.09990000000000003
13,13.0,0.10020000000000003
14,14.0,0.10000000000000002
15,15.0,0.09960000000000002
16,16.0,0.10000000000000002
17,17.0,0.09950000000000003
18,18.0,0.09870000000000004
19,19.0,0.09910000000000004
20,20.0,0.09770000000000004
21,21.0,0.09580000000000004
22,22.0,0.09980000000000003
23,23.0,0.09630000000000004
24,24.0,0.09630000000000004
