,Time,Acc.
0,0.0,92.82999999999994
1,1.0,92.85610000000003
2,2.0,92.76900000000005
3,3.0,92.69279999999998
4,4.0,92.52820000000003
5,5.0,92.22089999999999
6,6.0,91.5614
7,7.0,90.60470000000004
8,8.0,89.19279999999999
9,9.0,87.30380000000005
10,10.0,84.04689999999997
11,11.0,81.01429999999999
12,12.0,75.58519999999996
13,13.0,66.3829
14,14.0,57.37560000000002
15,15.0,45.06979999999999
16,16.0,34.7602
17,17.0,24.306000000000004
18,18.0,17.389400000000002
19,19.0,13.700199999999997
20,20.0,12.195199999999994
21,21.0,10.920499999999999
22,22.0,10.681600000000001
23,23.0,10.4866
24,24.0,10.3122
