,Time,Acc.
0,0.0,90.68999999999988
1,1.0,90.68259999999998
2,2.0,90.68599999999994
3,3.0,90.69580000000002
4,4.0,90.70170000000003
5,5.0,90.72659999999998
6,6.0,90.7424
7,7.0,90.7132
8,8.0,90.73880000000001
9,9.0,90.67120000000001
10,10.0,90.34589999999997
11,11.0,90.00929999999998
12,12.0,89.16080000000004
13,13.0,87.75099999999999
14,14.0,85.68979999999999
15,15.0,82.3555
16,16.0,76.84600000000002
17,17.0,68.56430000000005
18,18.0,57.015699999999995
19,19.0,45.870200000000004
20,20.0,34.7943
21,21.0,26.964100000000002
22,22.0,21.69569999999999
23,23.0,18.2485
24,24.0,16.423199999999998
