,Time,error_pat,des_pat,Acc.
0,0,11,10,90.68999999999988
1,1,11,10,90.6781
2,2,11,10,90.63080000000008
3,3,11,10,90.58990000000007
4,4,11,10,90.56009999999998
5,5,11,10,90.3442
6,6,11,10,89.99980000000004
7,7,11,10,88.88719999999999
8,8,11,10,86.82680000000003
9,9,11,10,83.01840000000001
10,10,11,10,74.3094
11,11,11,10,58.07109999999999
12,12,11,10,37.03709999999999
13,13,11,10,22.654600000000002
14,14,11,10,15.584000000000003
15,15,11,10,13.515000000000002
16,16,11,10,11.869399999999992
17,17,11,10,10.7664
18,18,11,10,10.338999999999997
19,19,11,10,10.2789
20,20,11,10,10.0807
21,21,11,10,10.019800000000002
22,22,11,10,9.9994
23,23,11,10,10.0231
24,24,11,10,10.0014
