,Time,error_pat,des_pat,Acc.
0,0,11,01,90.68000000000012
1,1,11,01,90.66349999999991
2,2,11,01,90.7158
3,3,11,01,90.73360000000001
4,4,11,01,90.67769999999993
5,5,11,01,90.30709999999998
6,6,11,01,89.40770000000002
7,7,11,01,87.15170000000002
8,8,11,01,81.8311
9,9,11,01,71.29160000000002
10,10,11,01,52.429699999999976
11,11,11,01,31.659400000000005
12,12,11,01,18.942199999999993
13,13,11,01,14.794900000000002
14,14,11,01,12.752599999999996
15,15,11,01,11.235799999999998
16,16,11,01,10.485
17,17,11,01,10.059100000000006
18,18,11,01,9.846499999999997
19,19,11,01,9.8202
20,20,11,01,9.845399999999996
21,21,11,01,10.077599999999995
22,22,11,01,10.0351
23,23,11,01,9.7706
24,24,11,01,9.4953
