,Time,Acc.
0,0.0,90.68000000000012
1,1.0,90.63609999999998
2,2.0,90.59390000000002
3,3.0,90.49719999999994
4,4.0,90.37490000000005
5,5.0,90.15919999999998
6,6.0,89.89939999999999
7,7.0,89.49240000000007
8,8.0,88.9593
9,9.0,88.08140000000004
10,10.0,86.84680000000002
11,11.0,84.53349999999999
12,12.0,80.88090000000001
13,13.0,74.267
14,14.0,63.47210000000002
15,15.0,47.581100000000006
16,16.0,30.503200000000007
17,17.0,19.0561
18,18.0,14.2151
19,19.0,12.627100000000002
20,20.0,14.047699999999997
21,21.0,14.475900000000006
22,22.0,10.191399999999998
23,23.0,9.9933
24,24.0,10.0
