,Time,error_pat,des_pat,Acc.
0,0,01,11,90.68999999999988
1,1,01,11,89.8539
2,2,01,11,85.67150000000001
3,3,01,11,74.09599999999999
4,4,01,11,51.7556
5,5,01,11,27.145900000000005
6,6,01,11,14.206800000000003
7,7,01,11,11.055199999999997
8,8,01,11,10.1461
9,9,01,11,10.062100000000003
10,10,01,11,10.039000000000005
11,11,01,11,10.104699999999998
12,12,01,11,9.913799999999998
13,13,01,11,10.055799999999996
14,14,01,11,9.9618
15,15,01,11,10.031200000000002
16,16,01,11,10.0991
17,17,01,11,9.978200000000005
18,18,01,11,10.203800000000003
19,19,01,11,9.9674
20,20,01,11,9.976799999999997
21,21,01,11,10.003099999999996
22,22,01,11,10.123099999999999
23,23,01,11,9.956399999999999
24,24,01,11,10.0392
