,Time,error_pat,des_pat,Acc.
0,0,11,00,92.85999999999994
1,1,11,00,92.7776
2,2,11,00,92.52559999999995
3,3,11,00,92.04699999999998
4,4,11,00,91.04719999999999
5,5,11,00,89.59649999999999
6,6,11,00,86.24790000000003
7,7,11,00,79.38470000000002
8,8,11,00,67.50769999999999
9,9,11,00,45.80009999999999
10,10,11,00,25.709100000000014
11,11,11,00,14.115899999999995
12,12,11,00,10.5548
13,13,11,00,10.091399999999998
14,14,11,00,10.1426
15,15,11,00,10.1646
16,16,11,00,10.0432
17,17,11,00,10.0462
18,18,11,00,10.0361
19,19,11,00,9.994299999999999
20,20,11,00,10.001
21,21,11,00,9.9945
22,22,11,00,10.0179
23,23,11,00,10.0575
24,24,11,00,10.0
