,Time,error_pat,des_pat,Acc.
0,0,11,10,92.85999999999994
1,1,11,10,92.85430000000004
2,2,11,10,92.77399999999997
3,3,11,10,92.69750000000002
4,4,11,10,92.59220000000003
5,5,11,10,92.46980000000005
6,6,11,10,92.18259999999995
7,7,11,10,91.68090000000001
8,8,11,10,90.87500000000004
9,9,11,10,89.19679999999997
10,10,11,10,86.28299999999997
11,11,11,10,81.2098
12,12,11,10,72.68670000000004
13,13,11,10,59.6809
14,14,11,10,43.0574
15,15,11,10,28.10199999999999
16,16,11,10,18.22339999999999
17,17,11,10,12.069100000000002
18,18,11,10,10.161499999999995
19,19,11,10,10.0109
20,20,11,10,10.006499999999999
21,21,11,10,10.031699999999999
22,22,11,10,10.012599999999999
23,23,11,10,10.026299999999999
24,24,11,10,10.0166
