,Time,error_pat,des_pat,Acc.
0,0,11,00,90.68000000000012
1,1,11,00,90.65650000000001
2,2,11,00,90.72980000000001
3,3,11,00,90.67760000000003
4,4,11,00,90.3291
5,5,11,00,89.4428
6,6,11,00,86.3213
7,7,11,00,79.959
8,8,11,00,64.8566
9,9,11,00,42.786400000000015
10,10,11,00,22.9802
11,11,11,00,15.663499999999997
12,12,11,00,12.822200000000002
13,13,11,00,11.260400000000004
14,14,11,00,10.473899999999999
15,15,11,00,9.9521
16,16,11,00,9.864700000000003
17,17,11,00,9.968399999999997
18,18,11,00,10.059
19,19,11,00,9.8509
20,20,11,00,9.603600000000002
21,21,11,00,9.401400000000004
22,22,11,00,9.5864
23,23,11,00,9.566600000000001
24,24,11,00,9.7256
