,Time,error_pat,des_pat,Acc.
0,0,01,00,92.72999999999976
1,1,01,00,92.74179999999997
2,2,01,00,92.73800000000001
3,3,01,00,92.7111
4,4,01,00,92.62709999999998
5,5,01,00,92.53600000000002
6,6,01,00,92.34359999999998
7,7,01,00,92.11969999999998
8,8,01,00,91.73289999999997
9,9,01,00,91.28740000000003
10,10,01,00,90.53679999999997
11,11,01,00,89.9297
12,12,01,00,88.46389999999998
13,13,01,00,86.76080000000002
14,14,01,00,85.00310000000002
15,15,01,00,83.1101
16,16,01,00,80.79910000000002
17,17,01,00,77.30530000000005
18,18,01,00,72.79409999999999
19,19,01,00,67.6547
20,20,01,00,63.57999999999999
21,21,01,00,57.857900000000015
22,22,01,00,52.591400000000014
23,23,01,00,48.49100000000001
24,24,01,00,43.34489999999999
