,Time,error_pat,des_pat,Acc.
0,0,01,10,90.68999999999988
1,1,01,10,90.62969999999997
2,2,01,10,90.44500000000004
3,3,01,10,90.17560000000003
4,4,01,10,89.7267
5,5,01,10,89.13269999999999
6,6,01,10,88.15270000000002
7,7,01,10,86.6144
8,8,01,10,83.67049999999999
9,9,01,10,79.74990000000001
10,10,01,10,73.65160000000002
11,11,01,10,63.37210000000004
12,12,01,10,51.36330000000002
13,13,01,10,38.921200000000006
14,14,01,10,27.8732
15,15,01,10,19.2688
16,16,01,10,15.115099999999995
17,17,01,10,12.751799999999998
18,18,01,10,12.0409
19,19,01,10,11.107900000000003
20,20,01,10,10.822799999999997
21,21,01,10,10.628899999999996
22,22,01,10,10.645299999999999
23,23,01,10,10.457800000000004
24,24,01,10,10.345
