,Time,error_pat,des_pat,Acc.
0,0,00,11,92.72999999999976
1,1,00,11,9.9216
2,2,00,11,9.980600000000004
3,3,00,11,10.262400000000003
4,4,00,11,10.097500000000004
5,5,00,11,10.480700000000002
6,6,00,11,10.269300000000003
7,7,00,11,10.160099999999998
8,8,00,11,9.995899999999999
9,9,00,11,10.058200000000001
10,10,00,11,10.0
11,11,00,11,10.0
12,12,00,11,10.0
13,13,00,11,10.0
14,14,00,11,10.0
15,15,00,11,10.0
16,16,00,11,10.0
17,17,00,11,10.0
18,18,00,11,10.0
19,19,00,11,10.0
20,20,00,11,10.0
21,21,00,11,10.0
22,22,00,11,10.0
23,23,00,11,10.0
24,24,00,11,10.0
