,Time,error_pat,des_pat,Acc.
0,0,01,11,92.72999999999976
1,1,01,11,87.74599999999998
2,2,01,11,69.3147
3,3,01,11,39.372800000000005
4,4,01,11,25.12880000000001
5,5,01,11,17.046800000000005
6,6,01,11,12.568300000000004
7,7,01,11,10.3737
8,8,01,11,10.1646
9,9,01,11,10.1731
10,10,01,11,10.037199999999999
11,11,01,11,10.015900000000002
12,12,01,11,10.012200000000002
13,13,01,11,9.943100000000001
14,14,01,11,10.140499999999998
15,15,01,11,9.926200000000001
16,16,01,11,10.023100000000001
17,17,01,11,10.009699999999999
18,18,01,11,9.888500000000004
19,19,01,11,9.826800000000002
20,20,01,11,10.036799999999998
21,21,01,11,9.950699999999998
22,22,01,11,10.027000000000001
23,23,01,11,10.026699999999998
24,24,01,11,9.8985
