,Time,error_pat,des_pat,Acc.
0,0,11,01,93.73999999999984
1,1,11,01,93.76769999999999
2,2,11,01,93.71290000000003
3,3,11,01,93.52290000000002
4,4,11,01,93.34129999999999
5,5,11,01,92.7067
6,6,11,01,91.61169999999994
7,7,11,01,89.22600000000003
8,8,11,01,84.06110000000004
9,9,11,01,72.7835
10,10,11,01,48.45859999999999
11,11,11,01,24.152400000000004
12,12,11,01,13.682600000000003
