,Time,error_pat,des_pat,Acc.
0,0,10,01,93.73999999999984
1,1,10,01,93.7641
2,2,10,01,93.60599999999998
3,3,10,01,93.3603
4,4,10,01,92.73769999999999
5,5,10,01,91.52499999999998
6,6,10,01,88.69009999999999
7,7,10,01,82.4478
8,8,10,01,67.03699999999998
9,9,10,01,36.4415
10,10,10,01,16.178899999999995
11,11,10,01,10.552300000000002
12,12,10,01,10.0521
