,Time,error_pat,des_pat,Acc.
0,0,10,00,90.68999999999988
1,1,10,00,90.64320000000002
2,2,10,00,90.48939999999999
3,3,10,00,90.21239999999997
4,4,10,00,89.73940000000002
5,5,10,00,89.20580000000005
6,6,10,00,88.27149999999997
7,7,10,00,86.5315
8,8,10,00,83.6825
9,9,10,00,78.42589999999998
10,10,10,00,68.52210000000001
11,11,10,00,52.58929999999997
12,12,10,00,30.7102
13,13,10,00,15.209200000000001
14,14,10,00,9.969699999999996
15,15,10,00,9.9592
16,16,10,00,10.0
17,17,10,00,10.0
18,18,10,00,10.001900000000001
19,19,10,00,10.082
20,20,10,00,10.041699999999997
21,21,10,00,9.978599999999998
22,22,10,00,10.0173
23,23,10,00,10.0183
24,24,10,00,10.017600000000002
