,Time,Acc.
0,0.0,75.6594
1,1.0,74.3735
2,2.0,57.0905
3,3.0,11.064899999999998
4,4.0,0.2815000000000006
5,5.0,0.13060000000000016
6,6.0,0.11179999999999968
7,7.0,0.09530000000000038
8,8.0,0.10669999999999957
9,9.0,0.09300000000000086
10,10.0,0.09570000000000134
11,11.0,0.09570000000000134
12,12.0,0.09570000000000134
13,13.0,0.09570000000000134
14,14.0,0.09570000000000134
15,15.0,0.09570000000000134
16,16.0,0.09570000000000134
17,17.0,0.09570000000000134
18,18.0,0.09570000000000134
19,19.0,0.09570000000000134
20,20.0,0.09570000000000134
21,21.0,0.09570000000000134
22,22.0,0.09570000000000134
23,23.0,0.09570000000000134
24,24.0,0.09570000000000134
