,Time,Acc.
0,0.0,67.91189999999999
1,1.0,67.8115
2,2.0,66.631
3,3.0,63.79249999999998
4,4.0,56.5782
5,5.0,38.61419999999999
6,6.0,15.5582
7,7.0,2.0736999999999997
8,8.0,0.35209999999999964
9,9.0,0.1637000000000005
10,10.0,0.1155000000000006
11,11.0,0.09749999999999981
12,12.0,0.10940000000000005
13,13.0,0.10110000000000008
14,14.0,0.09780000000000122
15,15.0,0.09819999999999995
16,16.0,0.09900000000000075
17,17.0,0.09960000000000024
18,18.0,0.10000000000000009
19,19.0,0.10000000000000009
20,20.0,0.10000000000000009
21,21.0,0.10000000000000009
22,22.0,0.10000000000000009
23,23.0,0.10000000000000009
24,24.0,0.10000000000000009
