,Time,Acc.
0,0.0,72.48349999999998
1,1.0,72.26410000000001
2,2.0,71.2643
3,3.0,69.5318
4,4.0,65.8851
5,5.0,53.62299999999999
6,6.0,28.098200000000002
7,7.0,2.3016
8,8.0,0.29659999999999964
9,9.0,0.13709999999999944
10,10.0,0.13709999999999944
11,11.0,0.13709999999999944
12,12.0,0.13709999999999944
13,13.0,0.13709999999999944
14,14.0,0.13709999999999944
15,15.0,0.13709999999999944
16,16.0,0.13709999999999944
17,17.0,0.13709999999999944
18,18.0,0.13709999999999944
19,19.0,0.13709999999999944
20,20.0,0.13709999999999944
21,21.0,0.13709999999999944
22,22.0,0.13709999999999944
23,23.0,0.13709999999999944
24,24.0,0.13709999999999944
